0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0
7	7	0	0	0	0	0	0
7	7	7	0	0	0	0	0
7	7	7	7	0	0	0	0
7	7	7	7	7	0	0	0
6	7	7	7	7	7	0	0
4	6	7	7	7	7	7	0
2	4	6	7	7	7	7	7
8	2	4	6	7	7	7	7
8	8	2	4	6	7	7	7
8	8	8	3	5	7	7	7
8	8	8	8	3	5	7	7
9	8	8	8	8	3	5	7
10	8	8	8	8	8	3	5
12	10	8	8	8	8	8	3
14	12	10	8	8	8	8	8
0	14	12	10	8	8	8	8
0	0	14	12	10	8	8	8
0	0	0	13	11	9	8	8
0	0	0	0	13	11	9	8
0	0	0	0	0	13	11	9
0	0	0	0	0	0	13	11
0	0	0	0	0	0	0	13
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
